id	Col
2142	59,34
2143	50,47
2144	69,15
2145	37,27
2146	19,63
2147	63,41
2148	53,29
2149	63,37
2150	3,50
2151	55,4
2152	33,25
2153	64,11
2154	9,42
2155	17,32
2156	47,17
2157	20,37
2158	37,31
2159	69,13
2160	11,49
2161	4,35
2162	11,59
2163	46,49
2164	36,23
2165	54,29
2166	16,39
2167	13,55
2168	65,0
2169	41,13
2170	44,3
2171	9,39
2172	41,39
2173	51,22
2174	48,17
2175	33,19
2176	52,15
2177	41,3
2178	21,57
2179	48,45
2180	67,41
2181	12,29
2182	16,61
2183	29,17
2184	31,33
2185	32,33
2186	44,1
2187	61,15
2188	39,6
2189	13,69
2190	35,22
2191	69,34
2192	61,29
2193	41,34
2194	60,3
2195	69,11
2196	25,43
2197	15,31
2198	35,23
2199	59,13
2200	31,32
2201	66,37
2202	43,5
2203	13,59
2204	46,27
2205	1,56
2206	23,44
2207	3,66
2208	60,27
2209	51,15
2210	19,59
2211	9,15
2212	3,58
2213	51,24
2214	19,58
2215	5,39
2216	57,1
2217	39,7
2218	35,55
2219	61,16
2220	32,27
2221	11,33
2222	59,26
2223	19,61
2224	26,67
2225	13,30
2226	5,51
2227	49,26
2228	49,14
2229	5,42
2230	65,15
2231	13,33
2232	11,55
2233	0,61
2234	59,9
2235	31,17
2236	47,19
2237	22,47
2238	45,62
2239	23,62
2240	47,3
2241	18,39
2242	67,30
2243	61,30
2244	7,54
2245	67,33
2246	53,3
2247	7,56
2248	7,37
2249	49,29
2250	19,43
2251	26,21
2252	34,25
2253	61,25
2254	63,55
2255	63,28
2256	34,21
2257	35,1
2258	65,6
2259	17,68
2260	48,1
2261	67,28
2262	47,35
2263	9,58
2264	39,53
2265	37,42
2266	51,25
2267	11,41
2268	48,25
2269	22,37
2270	35,70
2271	59,20
2272	13,41
2273	46,15
2274	53,32
2275	17,54
2276	67,13
2277	9,46
2278	35,28
2279	5,36
2280	50,41
2281	11,68
2282	21,46
2283	8,63
2284	25,66
2285	59,6
2286	50,31
2287	54,31
2288	63,29
2289	34,35
2290	1,50
2291	41,68
2292	45,23
2293	57,9
2294	19,27
2295	37,25
2296	29,5
2297	65,20
2298	5,43
2299	10,43
2300	61,11
2301	37,69
2302	4,31
2303	25,53
2304	27,25
2305	19,49
2306	21,53
2307	21,44
2308	1,43
2309	37,17
2310	54,23
2311	45,3
2312	55,20
2313	36,25
2314	60,29
2315	43,19
2316	39,11
2317	67,19
2318	7,33
2319	69,55
2320	64,13
2321	5,35
2322	1,36
2323	7,59
2324	47,24
2325	17,51
2326	35,12
2327	47,61
2328	17,31
2329	46,11
2330	29,54
2331	12,67
2332	4,29
2333	69,32
2334	41,50
2335	45,36
2336	41,20
2337	51,6
2338	57,25
2339	8,35
2340	9,17
2341	63,6
2342	17,67
2343	48,31
2344	5,67
2345	24,49
2346	47,23
2347	25,56
2348	9,37
2349	13,45
2350	59,1
2351	7,65
2352	65,39
2353	70,21
2354	67,3
2355	37,23
2356	1,67
2357	56,13
2358	29,38
2359	41,27
2360	5,40
2361	32,35
2362	47,48
2363	61,5
2364	53,47
2365	23,18
2366	29,7
2367	39,24
2368	43,46
2369	57,14
2370	31,19
2371	19,35
2372	20,47
2373	55,17
2374	51,5
2375	43,20
2376	53,30
2377	3,31
2378	27,18
2379	31,26
2380	64,17
2381	21,41
2382	60,9
2383	44,5
2384	11,60
2385	37,11
2386	69,16
2387	67,8
2388	23,61
2389	41,9
2390	25,33
2391	23,40
2392	41,5
2393	48,29
2394	3,65
2395	31,37
2396	64,25
2397	10,29
2398	7,17
2399	59,27
2400	5,61
2401	27,35
2402	33,68
2403	27,53
2404	33,51
2405	44,15
2406	48,13
2407	54,15
2408	21,33
2409	53,43
2410	51,9
2411	7,47
2412	25,39
2413	27,21
2414	9,67
2415	47,21
2416	61,35
2417	24,43
2418	34,27
2419	7,30
2420	67,12
2421	59,16
2422	9,36
2423	7,69
2424	55,19
2425	29,65
2426	27,39
2427	25,65
2428	41,6
2429	29,51
2430	35,27
2431	13,53
2432	8,39
2433	57,24
2434	55,35
2435	13,51
2436	27,62
2437	28,31
2438	43,9
2439	37,22
2440	35,31
2441	65,23
2442	59,2
2443	11,15
2444	16,65
2445	66,21
2446	19,64
2447	35,11
2448	52,39
2449	67,17
2450	18,35
2451	14,26
2452	32,48
2453	16,54
2454	16,66
2455	22,62
2456	62,14
2457	24,45
2458	18,60
2459	50,25
2460	28,35
2461	40,44
2462	39,22
2463	18,59
2464	19,54
2465	32,34
2466	66,36
2467	31,50
2468	36,68
2469	10,61
2470	18,52
2471	18,56
2472	24,38
2473	4,22
2474	30,32
2475	48,24
2476	24,36
2477	58,6
2478	11,18
2479	50,60
2480	25,70
2481	4,62
2482	3,40
2483	16,68
2484	27,30
2485	4,24
2486	52,34
2487	46,6
2488	15,10
2489	56,66
2490	41,42
2491	70,0
2492	68,22
2493	9,26
2494	67,34
2495	46,2
2496	9,8
2497	34,37
2498	18,57
2499	14,30
2500	5,24
2501	38,23
2502	52,40
2503	35,38
2504	14,58
2505	66,22
2506	68,7
2507	12,55
2508	42,59
2509	70,17
2510	26,32
2511	49,10
2512	66,60
2513	6,23
2514	34,32
2515	6,0
2516	43,18
2517	38,36
2518	70,20
2519	64,36
2520	23,46
2521	64,23
2522	7,64
2523	42,40
2524	22,22
2525	46,70
2526	0,39
2527	66,4
2528	62,6
2529	8,28
2530	61,34
2531	50,7
2532	48,23
2533	46,48
2534	34,18
2535	44,55
2536	1,30
2537	63,46
2538	56,8
2539	14,31
2540	66,40
2541	22,24
2542	20,53
2543	25,62
2544	28,43
2545	64,15
2546	20,30
2547	3,0
2548	61,0
2549	30,14
2550	50,26
2551	63,14
2552	38,46
2553	45,58
2554	65,4
2555	42,67
2556	62,5
2557	26,10
2558	6,66
2559	3,36
2560	11,34
2561	11,6
2562	40,40
2563	40,60
2564	18,32
2565	60,10
2566	40,46
2567	43,70
2568	10,70
2569	42,52
2570	40,24
2571	57,36
2572	8,50
2573	39,18
2574	24,40
2575	52,44
2576	42,24
2577	34,59
2578	3,28
2579	60,21
2580	1,14
2581	34,60
2582	29,58
2583	16,42
2584	62,23
2585	52,51
2586	28,66
2587	22,54
2588	56,3
2589	28,49
2590	13,48
2591	56,44
2592	44,66
2593	46,26
2594	59,4
2595	35,48
2596	22,66
2597	49,42
2598	28,56
2599	5,62
2600	44,26
2601	66,5
2602	34,48
2603	52,0
2604	22,29
2605	8,18
2606	48,4
2607	8,70
2608	17,38
2609	20,63
2610	70,4
2611	16,43
2612	17,30
2613	40,64
2614	8,65
2615	42,30
2616	17,44
2617	40,69
2618	18,1
2619	13,62
2620	12,68
2621	65,2
2622	26,62
2623	18,10
2624	32,18
2625	36,16
2626	50,44
2627	44,54
2628	70,44
2629	44,46
2630	18,34
2631	9,18
2632	59,64
2633	20,43
2634	46,66
2635	4,0
2636	30,47
2637	69,8
2638	24,70
2639	20,52
2640	8,30
2641	58,31
2642	41,64
2643	26,43
2644	46,57
2645	40,55
2646	68,16
2647	25,14
2648	10,66
2649	14,2
2650	24,12
2651	29,56
2652	51,54
2653	38,30
2654	12,44
2655	31,38
2656	68,4
2657	35,62
2658	40,26
2659	22,6
2660	38,19
2661	1,0
2662	3,32
2663	24,13
2664	40,28
2665	24,59
2666	42,50
2667	26,26
2668	45,42
2669	0,53
2670	2,63
2671	43,4
2672	12,70
2673	54,62
2674	28,65
2675	64,44
2676	62,17
2677	31,62
2678	51,62
2679	44,16
2680	56,62
2681	24,67
2682	0,30
2683	60,39
2684	63,24
2685	52,1
2686	60,0
2687	49,46
2688	34,68
2689	50,68
2690	66,11
2691	20,10
2692	8,53
2693	68,35
2694	4,19
2695	34,36
2696	64,52
2697	50,59
2698	2,32
2699	53,68
2700	22,11
2701	18,49
2702	54,24
2703	15,64
2704	43,28
2705	66,70
2706	34,43
2707	6,41
2708	8,55
2709	44,61
2710	16,30
2711	33,56
2712	26,9
2713	23,38
2714	31,52
2715	42,26
2716	0,37
2717	35,16
2718	68,60
2719	26,58
2720	70,38
2721	45,48
2722	54,16
2723	36,60
2724	25,40
2725	8,52
2726	26,39
2727	46,20
2728	61,8
2729	2,38
2730	8,69
2731	41,24
2732	51,8
2733	21,4
2734	33,32
2735	32,46
2736	30,17
2737	56,31
2738	10,16
2739	32,50
2740	19,30
2741	70,8
2742	46,24
2743	58,30
2744	45,22
2745	4,2
2746	42,14
2747	28,24
2748	44,22
2749	4,58
2750	40,36
2751	67,66
2752	38,39
2753	60,66
2754	20,70
2755	47,62
2756	0,34
2757	6,43
2758	48,47
2759	48,2
2760	10,23
2761	61,22
2762	34,22
2763	32,25
2764	32,55
2765	1,28
2766	48,55
2767	30,55
2768	15,66
2769	38,32
2770	2,42
2771	16,64
2772	50,24
2773	12,14
2774	36,62
2775	36,66
2776	22,69
2777	12,48
2778	43,16
2779	20,28
2780	69,42
2781	50,70
2782	22,63
2783	31,30
2784	66,64
2785	55,42
2786	62,19
2787	14,46
2788	42,20
2789	47,54
2790	21,34
2791	45,44
2792	6,68
2793	41,22
2794	18,54
2795	30,46
2796	40,48
2797	36,17
2798	38,2
2799	56,10
2800	36,26
2801	51,70
2802	44,6
2803	46,40
2804	18,53
2805	46,30
2806	18,0
2807	48,44
2808	0,31
2809	3,44
2810	70,6
2811	0,13
2812	66,48
2813	26,44
2814	40,35
2815	37,34
2816	50,40
2817	20,41
2818	18,43
2819	27,50
2820	11,26
2821	51,34
2822	46,5
2823	0,58
2824	48,26
2825	10,64
2826	14,14
2827	7,34
2828	8,22
2829	11,16
2830	47,40
2831	6,69
2832	44,56
2833	43,52
2834	46,67
2835	70,29
2836	52,52
2837	30,65
2838	18,67
2839	16,10
2840	28,18
2841	8,59
2842	5,2
2843	45,10
2844	60,30
2845	18,27
2846	65,46
2847	68,67
2848	48,0
2849	12,34
2850	3,18
2851	18,19
2852	23,50
2853	0,28
2854	4,37
2855	21,52
2856	70,41
2857	26,22
2858	25,68
2859	4,41
2860	40,45
2861	46,38
2862	64,46
2863	4,68
2864	36,24
2865	60,32
2866	26,30
2867	26,59
2868	58,34
2869	62,66
2870	45,4
2871	13,70
2872	12,35
2873	64,62
2874	48,39
2875	9,16
2876	56,5
2877	66,16
2878	64,22
2879	8,41
2880	14,37
2881	42,64
2882	70,35
2883	68,37
2884	52,54
2885	2,21
2886	47,50
2887	39,28
2888	32,38
2889	46,22
2890	4,44
2891	68,12
2892	48,50
2893	19,28
2894	57,20
2895	66,44
2896	15,2
2897	26,34
2898	62,52
2899	66,46
2900	16,59
2901	20,36
2902	38,20
2903	21,68
2904	18,50
2905	24,58
2906	43,30
2907	34,19
2908	58,10
2909	3,20
2910	2,52
2911	13,16
2912	50,30
2913	15,60
2914	42,70
2915	26,55
2916	40,30
2917	37,62
2918	14,70
2919	18,2
2920	44,21
2921	34,47
2922	18,36
2923	44,8
2924	68,44
2925	48,54
2926	2,26
2927	10,57
2928	25,44
2929	69,44
2930	16,28
2931	49,6
2932	22,50
2933	36,70
2934	19,66
2935	64,32
2936	42,28
2937	13,46
2938	41,38
2939	32,52
2940	0,22
2941	68,70
2942	12,31
2943	26,0
2944	32,42
2945	36,45
2946	25,58
2947	44,24
2948	14,64
2949	2,44
2950	1,22
2951	47,14
2952	36,58
2953	42,5
2954	14,28
2955	42,45
2956	36,37
2957	44,14
2958	22,5
2959	45,52
2960	16,26
2961	32,49
2962	67,46
2963	62,4
2964	17,34
2965	29,70
2966	14,42
2967	12,60
2968	14,54
2969	25,34
2970	68,24
2971	64,7
2972	63,68
2973	2,29
2974	25,12
2975	51,44
2976	0,14
2977	64,14
2978	40,34
2979	50,65
2980	62,32
2981	34,30
2982	58,64
2983	17,50
2984	46,58
2985	19,38
2986	32,58
2987	45,0
2988	30,62
2989	34,58
2990	0,70
2991	40,49
2992	62,36
2993	26,38
2994	46,35
2995	50,46
2996	38,24
2997	18,64
2998	14,36
2999	16,67
3000	30,56
3001	46,47
3002	9,66
3003	64,4
3004	6,48
3005	30,70
3006	36,32
3007	14,68
3008	10,47
3009	22,30
3010	66,24
3011	0,35
3012	10,46
3013	52,50
3014	39,58
3015	48,28
3016	10,40
3017	8,42
3018	12,19
3019	22,65
3020	38,70
3021	44,18
3022	67,44
3023	0,50
3024	59,10
3025	22,70
3026	24,56
3027	13,58
3028	14,40
3029	10,42
3030	39,40
3031	14,53
3032	39,70
3033	58,4
3034	48,56
3035	24,23
3036	46,18
3037	66,32
3038	8,66
3039	15,6
3040	1,26
3041	36,55
3042	62,26
3043	22,34
3044	35,10
3045	2,60
3046	64,26
3047	35,42
3048	45,40
3049	63,60
3050	16,13
3051	25,24
3052	20,60
3053	52,18
3054	0,51
3055	25,6
3056	4,5
3057	50,23
3058	59,28
3059	40,16
3060	2,15
3061	48,58
3062	60,48
3063	64,60
3064	42,19
3065	48,20
3066	12,0
3067	17,28
3068	45,64
3069	38,7
3070	42,33
3071	70,52
3072	16,33
3073	53,38
3074	40,14
3075	60,34
3076	47,22
3077	44,60
3078	59,42
3079	23,26
3080	40,6
3081	28,2
3082	4,65
3083	16,47
3084	67,20
3085	2,37
3086	18,24
3087	33,70
3088	2,28
3089	2,51
3090	65,56
3091	36,41
3092	62,34
3093	70,24
3094	10,5
3095	38,47
3096	56,14
3097	28,54
3098	52,14
3099	8,57
3100	38,28
3101	2,58
3102	60,4
3103	58,66
3104	30,6
3105	70,36
3106	38,38
3107	42,68
3108	31,2
3109	25,16
3110	42,25
3111	20,3
3112	58,38
3113	66,29
3114	64,54
3115	62,69
3116	24,63
3117	63,0
3118	65,10
3119	39,42
3120	35,40
3121	24,64
3122	0,48
3123	36,20
3124	14,4
3125	6,34
3126	21,20
3127	37,10
3128	53,44
3129	36,12
3130	54,38
3131	38,16
3132	54,68
3133	34,26
3134	68,33
3135	11,48
3136	40,50
3137	58,2
3138	63,44
3139	20,0
3140	54,19
3141	2,68
3142	8,20
3143	45,50
3144	18,7
3145	1,32
3146	6,49
3147	44,70
3148	14,0
3149	32,70
3150	60,1
3151	6,38
3152	10,68
3153	68,26
3154	52,19
3155	39,20
3156	37,56
3157	50,50
3158	64,49
3159	2,7
3160	62,44
3161	34,5
3162	27,42
3163	64,27
3164	34,0
3165	32,56
3166	60,68
3167	61,58
3168	44,68
3169	30,29
3170	69,70
3171	20,68
3172	60,43
3173	30,21
3174	59,12
3175	40,11
3176	9,38
3177	2,49
3178	52,36
3179	54,7
3180	54,32
3181	27,22
3182	60,38
3183	46,9
3184	51,42
3185	16,62
3186	8,25
3187	30,13
3188	34,12
3189	1,6
3190	6,32
3191	14,22
3192	20,32
3193	2,36
3194	12,37
3195	61,50
3196	53,26
3197	14,61
3198	20,8
3199	48,49
3200	22,32
3201	50,38
3202	68,68
3203	36,56
3204	40,62
3205	9,32
3206	34,63
3207	47,26
3208	54,44
3209	34,62
3210	46,28
3211	40,51
3212	59,54
3213	49,68
3214	12,58
3215	46,37
3216	23,20
3217	14,32
3218	17,4
3219	53,0
3220	38,11
3221	6,54
3222	67,58
3223	32,23
3224	17,40
3225	52,47
3226	33,60
3227	29,0
3228	28,39
3229	10,52
3230	62,50
3231	13,4
3232	4,56
3233	10,55
3234	37,14
3235	0,18
3236	49,58
3237	52,46
3238	55,18
3239	28,42
3240	43,36
3241	34,54
3242	1,12
3243	48,62
3244	29,20
3245	14,50
3246	30,15
3247	15,40
3248	6,42
3249	68,50
3250	42,62
3251	70,26
3252	28,14
3253	6,59
3254	1,38
3255	43,26
3256	37,24
3257	20,15
3258	24,0
3259	2,54
3260	29,8
3261	49,48
3262	45,6
3263	46,29
3264	26,23
3265	32,2
3266	50,37
3267	8,17
3268	3,62
3269	21,32
3270	21,48
3271	68,56
3272	55,30
3273	42,11
3274	16,22
3275	70,69
3276	44,0
3277	6,9
3278	66,18
3279	41,8
3280	34,14
3281	28,50
3282	29,6
3283	8,14
3284	60,51
3285	22,68
3286	36,18
3287	26,4
3288	26,64
3289	20,54
3290	56,69
3291	37,26
3292	10,14
3293	26,24
3294	23,22
3295	3,2
3296	63,26
3297	61,2
3298	69,64
3299	70,34
3300	32,54
3301	64,38
3302	68,8
3303	44,50
3304	61,38
3305	32,32
3306	38,27
3307	9,6
3308	52,10
3309	56,43
3310	54,6
3311	24,27
3312	70,61
3313	18,25
3314	51,38
3315	58,28
3316	10,26
3317	65,12
3318	58,58
3319	42,36
3320	70,51
3321	40,54
3322	6,55
3323	28,32
3324	28,70
3325	28,30
3326	70,54
3327	63,66
3328	33,36
3329	30,26
3330	30,9
3331	16,40
3332	56,42
3333	6,31
3334	12,50
3335	34,6
3336	2,25
3337	28,55
3338	70,18
3339	28,69
3340	30,22
3341	28,53
3342	36,22
3343	58,19
3344	70,45
3345	55,58
3346	66,8
3347	69,20
3348	56,4
3349	32,31
3350	62,56
3351	50,48
3352	59,70
3353	28,34
3354	30,41
3355	0,32
3356	58,32
3357	68,54
3358	48,22
3359	29,18
3360	0,8
3361	49,16
3362	15,54
3363	22,44
3364	42,38
3365	24,26
3366	57,12
3367	18,62
3368	52,64
3369	32,41
3370	51,32
3371	62,38
3372	48,66
3373	15,30
3374	34,13
3375	53,10
3376	1,58
3377	2,6
3378	58,63
3379	9,40
3380	59,14
3381	6,58
3382	47,30
3383	38,4
3384	58,17
3385	0,40
3386	36,42
3387	12,20
3388	42,27
3389	24,14
3390	40,33
3391	26,40
3392	20,66
3393	22,8
3394	68,38
3395	26,31
3396	5,46
3397	54,70
3398	0,60
3399	26,2
3400	4,64
3401	36,14
3402	33,26
3403	3,64
3404	6,50
3405	20,59
3406	44,10
3407	55,32
3408	65,34
3409	70,23
3410	66,13
3411	39,0
3412	34,10
3413	7,32
3414	12,56
3415	32,20
3416	50,4
3417	68,42
3418	12,22
3419	4,1
3420	47,28
3421	42,63
3422	38,68
3423	37,6
3424	28,15
3425	2,4
3426	24,7
3427	4,18
3428	14,15
3429	58,54
3430	26,66
3431	50,36
3432	60,61
3433	54,9
3434	60,47
3435	50,56
3436	28,36
3437	1,60
3438	47,2
3439	64,6
3440	46,25
3441	64,50
3442	8,21
3443	64,28
3444	66,28
3445	63,50
3446	40,0
3447	28,11
3448	8,45
3449	2,47
3450	54,39
